Text;nbcaracteres;label
Depth pressure (mRKB) 2919. 2919.5 2919.3 2923.5 2929. 2932. 2937. 2940. 2950. 2959, 2970. 2980. 2999, 3009. 2923.5 Formation (kPa) 34363 34182 34191 34151 34121 34139 34171 34195 34316 34424 34550 34640 34850 34947 33971 Crystal gauge) 34179 Run B (HP- 2937. crystal gauge) Run A ;281;1
SANTOS LIMITED FMT PRESSURE SURVEY (Field Data) WELL: ALWYN EAST 1 R.T.: 113° TOOL AND GAUGE TYPE: FMT/STRAIN WITNESS: R. LOWMAN TIME SINCE LAST CIRC.: 19 hrs 15 min, PROBE / PACKER: STANDARD/STANDARD. DATE: 17/07/03 FORMATION/ UNIT | DEPTHR.T. | DEPTHS.S EXPECT. EXPECT | FILE NO. HYDR. . i DRAW D. DEPLET COMMENTS SANDS FORM TEMP. BEFORE MOBILITY BUILDUP sic (all drawn downs 20cc) PRESS. (original) FT FT PSIA °F PSIA 3930 -3817.0 1820 156.5 1925.0 3941.5 -3828.5 1820 156.7 1932.2 1621.4 3942 -3829.0 1820 156.7 1935.0 1563.0 3942.5 -3829.5 1820 156.7 1935.2 1544.0 3943 -3830.0 1820 156.7 1935.3 102.1 3943.5 3830.5 1820 156.8 1937.0 1550.5 3944 -3831.0 1820 156.8 1935.6 1538.2 3944.5 -3831.5 1820 156.8 10 1936.0 1541.2 3949 -3836.0 1820 156.9 11 1942.5 1531.9 3952 -3839.0 1820 156.9 12 1939.7 1561.3 3956 -3843.0 1820 157.0 14 1945.5 118.1 3958.5 -3845.5, 1820 157.1 15 1946.6 1591.6 3979 -3866.0 1820 157.5 16 1952.0 1543.4 2 3984 -3871.0 1820 157.6 17 1955.7 250.9 2 3997 -3884.0 1820 157.9 18 1962.8 1628.3 McKINLAY 16 4067 -3954.0 1864 159.5 19 1995.2 1852.6 GOOD TEST (STABLE) 17 4068 -3955.0 1864 159.5 20 1996.0 1850.5 N GOOD TEST (STABLE) 18 4074 -3961.0 1864 159.6 21 1998.8 1853.4 N GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) DEPLET CURTAILED @ 9 psi/min (near stable) DEPLET CURTAILED @ 3 psi/min (near stable) DEPLET GOOD TEST (STABLE) 7 CURTAILED @ 2.5 psi/min (tight) DEPLET GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) 7 CURTAILED @ 12 psi/min (tight) DEPLET GOOD TEST (STABLE) DEPLET GOOD TEST (STABLE) : CURTAILED @ 115 psi/min (low permeability) DEPLET CURTAILED @ 9 psi/min (near stable) © |o IN Jo Ja [a fo |r f= s s a z a |0 10 | |w | lo Ja Jo |o |o |@ |o |o Jo a 19 4128 -4015.0 1870 160.8 22 2023.2 1875.8 N GOOD TEST (STABLE) 20 4152 -4039.0 1870 161.3 23 2033.4 1885.6 N GOOD TEST (STABLE) A total of 20 pressure tests were performed with the FMT tool, with the following results interpreted: 14 good (stable) and 6 curtailed. (Of the 6 curtailed tests, 3 displayed tight/low permeability, with the remaining 3 curtailed when near stable due to time restrictions. jTests were deemed stable when pressure change of less than 1 psi/min was achieved. An absolute maximum of 10 minutes per test was set prior to conducting the FMT survey. All mobility calculations assume a viscosity of 1 cp. GR correlations recorded as required. All tests utilised a chamber volume of 20 cc. Short axis kit was installed on the FMT mandrel. IHP quartz gauge utilised for pressure determinations. Maximum recorded probe temperature was 171.5 deg F at 4152' (thermometers recorded a maximum temperature of 189 deg F). FMT results indicate a hydrostatic gradient of 0.477 psi/ft (0.484 psi/ft anticipated). ANTICIPATED GEOTHERMAL GRADIENT: 2.2 DEG/100' DRAWDOWN NORMAL: PRESSURE DOES NOT DROP TO ZERO ANTICIPATED WATER GRADIENT: 0.433 psi/ft LIMITED: PRESSURE DROPS TO ZERO MUD WEIGHT / GRADIENT: 9.3 PPG/0.484 psi/ft BUILD UP TYPES: IMMEDIATE-RAPID-GOOD-SLOW, \\ADEFP01\Tech_Servs\GEOLOGY\REPORTS\WCR\Alwyn East 1_WCR.doc URTAILED @ 9 psi/min (near stable URTAILED @ 3 psi/min (near stable GOOD TEST (STABLE) CURTAILED @ 2.5 psi/min (tight) GOOD TEST (STABLE) GOOD TEST (STABLE) GOOD TEST (STABLE) GOOD TEST (STABLE GOOD TEST (STABLE CURTAILED @ 12 psi/min (tight GOOD TEST (STABLE GOOD TEST (STABLE) TAILED @ 115 psi/min (low permeal URTAILED @ 9 psi/min (near stable GOOD TEST (STABLE) GOOD TEST (STABLE) GOOD TEST (STABLE) GOOD TEST (STABLE, GOOD TEST (STABLE) LUI! CU CL CURTAIL table) ght) meability) PSIA 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1820 1864 1864 1864 1870 1870 18. ;3708;1
 MW “WL . ot as | We | WELL: 6607/5-1 An Valid? ~ = 14.4 (7980) A d le - 10150288 strain J.H. Hendrich WITNESSED BY: Seat GAUGE: T i packer set] (Approx psi) 16:05 5500 16:42 7400 17:13 7400 17:20 6900 3167.9 8106 17:38 3169.0 8101 18:46 [[esee Paa 0 | 2975.0] 2948.0] 7600 20:25 6800 | | an oo pT m Min. Fl. Pr. uo wo r br 7 ay a failure. -, supercharged. tight.(Stuck tool ipted sample - ie ee, | perp mol (7980) ged. ;420;1
WELL: WITNESS: - TEST | FORMATION BARINA 3 LES BURGESS, B.KING TIME SINCE LAST CIRC. DEPTH | DEPTH | EXPECT. | EXPECT. ie FORM. TEMP. PRESS. PSI SANTOS LIMITED : MDT SURVEY RT: 110° GAUGE TYPE: CORRECTED QUARTZ GAUGE PAGE: ONE OF ONE 23 - 26 HRS PROBE / PACKER TYPE: STANDARD / STANDARD DATE: 28/6/96 E E ‘AND SANDS ee ORM TEMP. ey TYPE PRES OF : BEFORE mon ar DRWDN ee | fae MD /CP ) ptf eosin TO pe 2977 EA 3510 241.7 | 3507 7 LIMITED | V.SLOW DRY TEST a TE —Eee | Epsilon | 6088_[ -6878 | 2078 | 76 | 33 3s10_| 3176 [3509 [ m2 LIMITED | SLOW NORMAL TEST [Patchawarra] TT or or 69-9 Sand 7139 -7029 | 3044 [| 234 | 34 | 3584 3230.9 [ 2? ‘| (237 NORMAL | SLOW NO NORMAL TEST Po PT | 6-9 Sand _| “Toss [3048 [234 [36 [388328 3a NORMAL | GOoD_[~ NO] NORMAL TEST PT 7208 | _-7098 3073 oop 3617 3293.9 | 3616 NORMAL [ SLOW | NO | NORMAL TEST PT I —— y 70-679 Sand | 7237 _[_-7127 3086 | 236 | 38 | 3631 | 2071 | 3631 247 LIMITED | SLOW | DEP. | DRY TEST i Pf pT 70-679 743_,[_-7133 3089 3634 | 746 | 3634 | 247 NORMAL | V.SLOW | NO | NORMAL TEST, RESET OF #7 PT 70-679 Sand | 7243.5 | -7133.5 | 3089 3636 19365] 3634 ORMAL [RAPID [| DEP. __| NORMAL TEST ee PT 70-6/9 Sand | 7253 3093 [237 4a | 3640 3639 | 248 (ORMAL [7 RAPID [Dep NORMAL TEST | SS AO OOS (ON GNSS SSNS UO CO (RN [237 | 43_ | 36a) _ | 1932_[3eai_ [348 [168 [NORMAL [RAPID — NORMAL TEST SS ee 25 04 LIMITED | SLOW DEP. NORMAL TEST, RESET OF #11. CURTAILED AFTER 25 MINS BUT BUILDING AT 4 PSI/ MIN. ANTICIPATED GEOTHERMAL GRADIENT: ANTICIPATED WATER GRADIENT: MUD WEIGHT - GRADIENT: 2.3 °F /100FT 0.433 PSI/FT 9.3 PPG - 0.484 PSI/FT DRAWDOWN TYPES: NORMAL- PRESSURE DOES NOT DROP TO ZERO LIMITED - PRESSURE DROPS TO ZERO BUILD-UP TYPES: IMMEDIATE, RAPID, GOOD, SLOW BJK SAGEOLOGY\REPORTS\WCRIR- @ ver401 dot ;1769;1
WELL: 6610/3-1, 12 1/4" SECTION m MD RKB kPa [38 | mais | _aea70__| | 3B | 2296 | 28520 | | 3B | 23025 | 28600 ee ee 31775 Form. pres. [2664 220 3B 3B 3B 3B Form. pres. Comment g/cc a oe ee a ae ee a a a ee ee ee ee ee [1.009 | fairrom | [101 | Fairrem | [1.009 | —Fairrom | [ft | FMT PRESSURES WELL: 6610/3-1, 17 1/2" SECTION m MD RKB kPa [2a] 1660 | 21900 | Form. pres. Comment g/ec Table 3.3.1 roy V ve] i ;409;1
Santos Well Andree 6 lWitness Mat Messeiller lEngineer ‘Samarjit Vasran/Kareem Albasionye Note: Depths from Suite 1/ Run 1 FORMATION CORRELATION PASS 1 Patchawarra Sandstone 19:55 20:14 20:33 Repeat Repeat 20:59 Repeat 21:12 Repeat 21:19 Repeat 21:32 Repeat 2210 Repeat 22:32 Repeat 22:50 Repeat 23:25 Repeat 23:40, qajosi2014 0:03 CORRELATION PASS 3 0:39 Repeat 0:56 Repeat 16 1:25) CORRELATION PASS 4 146 2:00 218) 2:29 CORRELATION PASS 5 2:47 Repeat CORRELATION PASS 6 3:30, EZ 357 4:10 4:25 Expected Temp Gradient: Expected Water Gradient Mud Weight Mud PRESSURE SURVEY RT. se ft Last circulated at: 12/09/2014 10:30 DEPTH SUBSEA tt 9267.1, 9267.0, 9268.0 9442.0 9446.5, 9554.0 9574.065 ‘9582, (9581.088 9663 [ -9516.3 9672.154 | -9525.4 (9686.121 (9687.149 =9530.4 -9540.4 ‘9796.142 9797.1 9836.18 9835.15 “9649.4 -9650.3 -9689.3 -9688.3 9986.11 | -9839.4 10068.036| -9921.3 10067.055| 9920.3 10159,036 | -10012.3 10225.08 10237.56 -10078.3 -10090.8 2.25 0.496 as 04a TEST RESULTS HYDRO] INITIAL. BEFORE [DRAWDOWN BUILD UP PSIA. PSIA 4508.2 4502.8 4503.1 2100.0 2778.8 4587.0 | 1080.0 1260.0 1698.2 1369.1 1192.6 1198.6 2042.1 2142.78 4588.1 4639.3, 4648.92, 7652.59 4652.44 | 1828.56 1618.77 4691.56 [ 1374.75 1409.04 1283.77 1536.72 4695.94 4701.56 4703.19 4755.6 4755.98 4774, 4773.7. 4845.01 [ 2678.22 2418.71 4884.28 7883.49, 7926.21, 4957.72 4963.15 deg F/a00ft pg FINAL PSIA 3345) 3132.75 3531, 3417.32 3416.84 3807.2 3806.9 3816.01, 3815.55 4436.62 4436.2 4585.5 4587.4 4638.4 4647.35 46517 4650.38 4690.65, 4694.93 Gauge Type: Quartz ProbelPacker Type: Standard INTERPRETATION. 255.1 255.1 255.9 256.0 256.1 256.5 256.6 257.0 257.0 257.8 258.2 258.4 258.9 zlz 2oa1 263.0 263.0 263.0 263.3 265.8 266.45 267.12 267.9 z\z|z|z|z\z]2\2| 269.98 270.55 272.37 272.37 273.01, 273.02 273.32 273.68, 215.7 276.16 276.71, 277.09) 280.05 281.16 285.61, 45 285.9 55 7286.44 625 289.03, 42 289.57 42 Normal Drawdown : Pressure does not drop to zero Limited Drawdown : Pressure drops to zero Build Up types: Immediate, Rapid, Good, Slow. 1 Date : 13/09/2014-14/09/2014 ‘COMMENTS: FLUID TYPE HYDRO BEFORE Psi. 3371 to 9260 +285 ft 3 ce. plugging 3 ce, 2500stepper fac, 2500 stepper, not stabilised Repeat at 10cc, 2500 stepper Repeat at 10cc, 2500 stepper f10ce 2500 stepper Repeat at 10cc, 2500 stepper f10ce 2500 stepper Repeat at 10cc, 2500 stepper [Occ 2500 stepper, lost seal Repeat at 10cc, 2500 stepper, lost seal [10ce 2500 stepper Repeat at 5c, 2500 stepper 9590 to 9442 +05 Tt [10ce 2500 stepper, Build up pressure inside tool Repeat at 5cc, 2500 stepper [Occ 2500 stepper Repeat at 10cc, 2500 stepper [1Occ 2500 stepper Repeat at Scc, 2500 stepper fScc 2500 stepper Repeat at Scc, 2500 stepper fScc 2500 stepper [10cc 2500 stepper Repeat at 10cc, 2500 stepper 9710 to 9663 OAT /10ce 5000 stepper Repeat at Scc, 5000 stepper [10cc 5000 stepper Repeat at Scc, 5000 stepper [10cc 5000 stepper [10cc 5000 stepper 9860 t0 9790 + O.7 ft [10cc 5000 stepper [Scc 4500 stepper [Scc 5000 stepper fScc 4000 stepper 19025 to 9986" on depth [5cc 4000 stepper [5cc 4000 stepper 10159 to 10068" 40.55 ft [5cc 4000 stepper fScc 4000 stepper fScc 4000 stepper 10270 to 10225 + 0.45 ft RESULTS SUMMARY. [rests Requested [Total Tests [Good Tests (Curtalled Tests [Seal Failures [Samples [Correlation Passes = TNITTAL, lpRawpowt PSIG ‘STRAIN GAUGE FINAL BUILD UP PSIG. FORM PRESS PSIG. HYDRO AFTER PSIG 3 cc, 2500stepper fac, 2500 stepper, not stabilised Repeat at 10ce, 2500 stepper Repeat at 10cc, 2500 stepper {10ce 2500 stepper Repeat at 10cc, 2500 stepper {10ce 2500 stepper Repeat at 10cc, 2500 stepper [Occ 2500 stepper, lost seal Repeat at 10cc, 2500 stepper, lost seal {10cc 2500 stepper Repeat at 5c, 2500 stepper | 9500to saga Fos TT [i0c¢ 2500 stepper, Build up pressure inside tool Repeat at 5cc, 2500 stepper fi0ce 2500 stepper Repeat at 10cc, 2500 stepper fi0ce 2500 stepper Repeat at Sc, 2500 stepper [Scc 2500 stepper Repeat at 5c, 2500 stepper [Sc 2500 stepper [10cc 2500 stepper Repeat at 10cc, 2500 stepper 9710 to 9663' + 0.1 ft rrOce 6000 stepper Repeat at Bcc, 5000 Slepper Occ 5000 stepper Repeat at Sec, 5000 Slepper Occ 5000 stepper ce 5000 stepper ‘9860 to 9790' + 0.7 ft [iocc 5000stepper dT icc 4500 stepper fico 5000 stepper fice 4000 stepper 10025 to 9986‘ on depth [Scc 4000 stepper [Scc 4000 stepper 10159 to 10068" +0.55 ft iScc 4000 stepper fScc 4000 stepper [Sec 4000 stepper [___loz7Oto tomes oasR | RESULTS SUMMARY. [Tests Requested [Total Tests [Good Tests (Curtalled Tests [Seal Failures [Samples Correlation Passes stole] a] of 9672.154 | -9525.4 | 4695.94 9686.121 | -9530.4 | 470156 9687.149 | -9540.4 | 4703.19 ‘9796142 | 9640.4 | 4755.6 o797.1_| -96503 | 4755.98 9836.18 | 9680.3 | 47741 9835.15 | 9688.3 | 4773.7 9986.11 | -9839.4 | 4845.01 10068.036| -9921.3 | 4884.28 10067.055| 9920.3 | 4883.49 10159,036| -10012.3 | 4926.21 10225.08 | -10078.3 | 4957.72 272.37 273.01, 273.02 273.32 273.68, 215.7 276.16 276.71, 277.09) 280.05 281.16 285.61, 285.9 7286.44 289.03, seus 20:33 Repea tepea 20:59 Repea Zepea jepea 5] | oO] 5 nN 3 5 N g] S}3 S16] jepea FI a 3] 8] ela al 1260.0 1698.2 1369.1 1192.6 1198.6 2042.1 2142.78 1828.56 1618.77 1374.75 1409.04 1283.77 1536.72 st seal ;5212;1
FORMATION PRESSURE TEST DATA 35/8-3 - RFT RUN 1 - 07/09/1988 Depth MD(m) 3441. 3461. 3467. 3472. 3472. 3477. 3481. 3489. .05 3493 3498. 3505. 3507. 06 3467 00 94 00 54 05 93 03 54 03 05 Hydrostatic Pressure HP(Psia) 6488. 6528. 6537. 6548. 6547. 6558. 6565. 6579. 6586. an aon oF OC HY w 6608. 6614.2 6534.9 o Formation Pressure HP(Psia) 5786. o791. 5793. 5956. 5796. 9799. 5801. 9807. 9807. ao on one une 5814. 5816.7 5790.0 a Sample Recovered TABLE 6 Test Number Remarks ;473;1
 Formation Pressures Well 34/7-12 Depth Hydrostatic mud Formation pressures pressures Comments Before After (psia) (psia) | (psia) (bar) Run 2A 2171.0 5372.7 5399.4 5418.2 5372.3 4924.9 339.56 2182.0 2189.5 2194.5 2203.5 5399.4 4936.3 340.35 5417.9 4943.8 340.86 5430.4 5452.5 5468.7 2218.5 5489.5 5489.4 4976.6 5430.0 4948.9 341.21 5452.5 4958.1 341.84 2210.0 5468.5 4964.9 342.32 343.12 2230.0 5517.3 5517.4 4986.7 343.82 2242.0 5546.5 5546.6 5005.1 345.09 5551.3 5551.3 5006.9 345.21 5564.6 5564.7 5007.3 345.24 5573.0 5573.0 5010.2 345.44 5592.4 2244.0 2249.5 2253.0 2261.0 5592.5 5021.5 346.22 2271.0 5516.8 5617.0 5037.7 347.33 2280.0 5639.0 5639.2 5048.5 348.08 2289.5 5662.5 5662.5 5062.0 349.01 2302.5 5694.2 5694.5 5080.5 350.29 2312.0 5717.5 5717.5 5094.2 351.23 2171.0 5372.8 §371.5° 4925.3 339.59 Segregated sample 1 gallon chamber empty 2171.5 5371.7 5371.6 4925.8 339.62 Segregated sample 1 gallon chamber empty REMARKS: The pressures are temperature corrected KB = 26 m Table 5.3 a Formation Pressures, well 34/7-12 Well 34/7-12 Depth Hydrostatic mud Formation pressures pressures Comments Before After {m RKB) (psia) (psia) | (psia) (bar) Run 2A 2171.0 5372.7 5372.3 | 4924.9 339.56 2182.0 5399.4 5399.4 4936.3 340.35 2189.5 5418.2 5417.9 4943.8 340.86 2194.5 5430.4 5430.0 4948.9 341.21 2203.5 5452.5 5452.5 4958.1 341.84 2210.0 5468.7 5468.5 4964.9 342.32 2218.5 5489.5 5489.4 4976.6 343.12 2230.0 5517.3 5517.4 4986.7 343.82 2242.0 5546.5 5546.6 5005.1 345.09 2244.0 5551.3 5551.3 5006.9 345.21 2249.5 5564.6 5564.7 5007.3 345.24 2253.0 5573.0 5573.0 5010.2 345.44 2261.0 5592.4 5592.5 5021.5 346.22 2271.0 5516.8 5617.0 5037.7 347.33 2280.0 5639.0 5639.2 5048.5 348.08 2289.5 5662.5 5662.5 5062.0 349.01 2302.5 5694.2 5694.5 5080.5 350.29 5094.2 351.23 4925.3 339.59 2312.0 5717.5 5717.5 2171.0 5372.8 §371.5° Segregated sample 1 gallon chamber empty Run 2B 2171.5 5371.7 5371.6 4925.8 339.62 Segregated sample 1 gallon chamber empty REMARKS: The pressures are temperature corrected KB = 26 m Segregated sample 1 gallon chamber empty Segregated sample 1 gallon chamber empty 339.56 340.35 340.86 341.21 341.84 342.32 343.12 343.82 345.09 345.21 345.24 345.44 346.22 347.33 348.08 349.01 350.29 351.23 339.59 Run 2A 2171.0 2182.0 2189.5 2194.5 2203.5 2210.0 2218.5 2230.0 2242.0 2244.0 2249.5 2253.0 2261.0 2271.0 2280.0 2289.5 2302.5 2312.0 2171.0 Run 2B 2171.5 4924.9 4936.3 4943.8 4948.9 4958.1 4964.9 4976.6 4986.7 5005.1 5006.9 5007.3 5010.2 5021.5 5037.7 5048.5 5062.0 5080.5 5094.3 4925.: 5372. 5399. 5418. 5430. 5452. 5468. 5489. 5517. 5546. 5551. 5564. 5573 5592 5516 5639 5662 5694 5717 5372 5372.: 5399.+¢ 5417.5 5430. ¢ 5452.! 5468.! 5489.: 5517.) 5546. 5551. 5564. §573. 5592. 5617. 5639. 5662. 5694. 5717. 5371. Formation pressures (psia) (bar ;2778;1
RFT RESULTS — PRESSURES WELL: 6407/7—4 All pressures from HP gauge. Run no/} Depth {HP MOBILITY EST. Test_no | m RKB MD Bar Bar Bar mD/cp)/Temp* C 94 tight poor Seal failure Run Chamber vol.(Gal) Filling time (min) Chamber pressure surface, Barr: 20. 0/ 15 Gas volume (SCF) : Tr Oil volume (litres) 5 Tr Oil gravity (API) : = Water/filtrate (litres) : 10.2 supercharged 3.84 55.33 supercharged 3.30 supercharged 7.99 44.31 1.72 38.68 32.30 supercharged 0.95 51.43 228.00 61.95 Very Good Tight 63.9 98.32 Very good 44.70 29.02 14.7 11.8 5.9 39.6 16.41 4.44 6.48 tight 8.7 poor Seal failure tight tight Run 2b 30371 23/4 14 ana 416.11 416.43 416.83 417.04 428.33 429.64 430.15 432.11 432.67 4.35.05 436.20 437.15 138.48 434.79 40.65 441.53 146, 35 148.44 449.17 449.67 449.93 450.25 450.97 451.23 52.54 452.74 152.99 154.93 156.86 157.51 460.27 160.50 de a KS BS 2 es BE KS... be a. ww «ce mes a an i i ee ek el di wl 415.81 416.05 416.32 416.73 416.92 428.76 429.66 430.08 432.13 432.62 435.26 435.77 437.16 439.82 440.67 441.55 444.16 446.42 448.40 449.00 449.62 449.85 450.11 450.96 451.12 452.68 452.93 459.75 460.29 ;1119;1
10 Remarks Tight Good Pern. Good Perm. Poor Pacm very Good Poor Pern. Fair Pern. Fair-Good Fair-Good Fair Perm. Good Pern. Fair-Good Good Perm. Good Perm Good Perm. Poor Perm. very Poor Seal railu Tight Tight Tight Tight very Poor seal Failu Poor Fair Seal Failu Poor Pecm Poor Perma Very Poor Faic Good very Good Tight Seal Faily Poor Perm Falr Good Good Perm Very Good INIT.HYDR. PRESS. (NP) 343.718 344.013 INIT.NYDR. PRESS. (SG) 343.710 347.050 343.940 344.235 346.715 347.090 347.330 348.090 348.620 349.302 351.134 351.700 351.960 352.290 352.930 369.150 169.310 374,020 373.990 337.980 374.710 371.710 286.640 367.460 387.530 368.160 388.260 367.620 367,010 344.140 344.320 344.700 344.710 344.930 344.530 344,300 344.590 FIN.UWYDR. ERESS.- qup) 344.349 343.944 344.249 FIN.WYDR. PRESS. (SG) 343.680 343.722 343.943 344.230 346.714 347.084 347.330 348.066 348.650 349.263 351.159 351.690 351.950 352.260 352.933 369.131 369.300 373.000 373.970 373.930 374.000 371,000 386.580 387.440 387.500 368.000 368.280 387.780 387.030 344,050 344.310 344.670 344.690 344.900 344.520 344,490 MD mRKB 2006.0 2006.2 TVD mMSL 2779.3 2779.7 2781.7 2.784.0 7004.7 2807.7 2809.7 2016.2 2620.7 2824.7 2840.5 2845.2 2847.4 2650.2 2655.7 2992.2 2993.7 3033.2 3032.9 3032.6 3038.7 3008.7 2139.7 3146.7 3147.2 3152.7 3153.2 3149.2 3142.7 2779.7 2761.7 2785.0 2765.2 2767.1 2783.7 2761.7 2761.9 FORM. PRESS. (UP) (Baca) 314.460 314.493 314,021 316.175 326.417 316.532 317.053 317.336 317.634 318.803 319.0521 319.233 Qlg.417 319.639 329.995 330.158 FORM. PRESS. (sG) (Baca) 314.860 314.967 315.250 326.621 316.824 316.979 317.461 317.770 318.051 319,254 319.570 319.720 319.920 320.300 330.551 330.719 338.946 339.157 339.790 339.323 336.629 314.310 314.456 315.004 314-604 314.437 314.520 ;1773;1
FMT PRESSURES 15/12-7 RUN Depth Depth Hyd. Form. no. mMD - wmTVD pres. pres. RKB RKB kPa_ kPa 5B 3027.0 2989.5 - 35452 5B 3051.5 3014.0 38500 35542 SB 3066.0 3028.5 38666 35925 SB 3078.0 3040.5 38817 35807 5B 3085.0 3047.5 38906 35867 5B 3145.0 3107.4 39659 36556 SB 3202.0 31643 - - 5B 3203.7 3165.9 - - SC 3145.0 3107.4 39583 36548 SC 3269.0 3230.9 41121 38376 SC 3364.5 3325.3 43312 39493 SC 3393.5 3354.5 42663 39697 5C 3425.0 3385.6 43048 40234 oe ge cg aes ul Be dl! ie ie Superch. Good Superch. Very Good Very Good Very Good Tight Tight Very Good Very Good /Good Good Very Good Very Good @ STATOIL 39583 41121 43312 42663 43048 38500 38666 38817 38906 39659 36548 38376 39493 39697 40234 Comment 078. 085. 145, 202 203 145, 269 364 393. AIS ;748;1
EMW (sg) 8B.H Mud Pressure (psia) Formation Depth ss (meters) ) ADAAAAAAAAAAAAAG Settee AWtAedetdd§digddidtetdedididt WNWIOC FIMO AO TCOLNGD TMOAMDOAOMNMOOASIN DHDOANNMMTTNOO GAHAN AMMMMMamMmMMmMo sos SAA IAIGIAINNNAANN has been calculated using the drill-floor elevation. formation water gradient has been calculated using the Formation Water gradient (sg) SOSSSOOOOODSOSCSCO BOTOOSOO990S00005 sets didi Depth BDF (meters) TOA OMO TOON NOOFDAyDoOrnoNoor FPF DADNAAARGOONMss SSSI III ANNNNNANA b) The f a) EMW | B.H, Pressur ¢ (psia) NAADNMNOAM-FGOrmMor MODAN sommioin VONUOEEEDOHON TSIM ANNNAANAANANMAmMmm~amM Y Q MNADTSTOMMNWAGINOor AMMNOOM ANIL SNAN STAT HNGAN NN Permeabilit Formation Garn Ile w Ror " Tilje Are " W TABLE 8.1 Well 6407/9- RFT Pressures ;757;1
 FORMATION PRESSURE WORKSHEET Well No. : 6305/12-1 Rig : TRANSOCEAN 8 Date : 13.09.91 Pressure Units : Bars RKB-MSL : 23.5m Witnessed by : A.Waldum Initial Formation Final Depth Depth Hydrostatic Press Pressure Hydrostatic Press Time Remarks (MD) TVD (RKB) 1 3455.6 | | 457.73 | 457.91 | 462.22 | 469.71 457.88 457.94 06:00 08:00 113.3 deg C 475.83 457.67 SEAL FAILURE f 08:10 08:12 115.8 deg Cc 457.82 457.68 457.10 457.00 457.70 08:20 08:30 115.8 deg C Sample recovered from 3455. 6m: | lst chamber opened at 06:10 | | Shut in pressure 73.37 bars. | | 3454.6 | | 2nd chamber opened at 06:55 by : A.Waldum Remarks Temp 113.3 deg C 115.8 deg Cc 115.8 deg C rr $$ i ——— Te IaAge : 1 of 1 2a 2b ;693;1
